Season,Rk,Player,Pos,Age_nba,Tm_nba,G_nba,GS_nba,MP_nba,FG_nba,FGA_nba,FG%_nba,3P_nba,3PA_nba,3P%_nba,2P_nba,2PA_nba,2P%_nba,FT_nba,FTA_nba,FT%_nba,ORB_nba,DRB_nba,TRB_nba,AST_nba,STL_nba,BLK_nba,TOV_nba,PF_nba,PTS_nba,Tm_gleague,Age_gleague,G_gleague,GS_gleague,MP_gleague,FG_gleague,FGA_gleague,FG%_gleague,3P_gleague,3PA_gleague,3P%_gleague,2P_gleague,2PA_gleague,2P%_gleague,FT_gleague,FTA_gleague,FT%_gleague,ORB_gleague,DRB_gleague,TRB_gleague,AST_gleague,STL_gleague,BLK_gleague,TOV_gleague,PF_gleague,PTS_gleague
2015,2,Jordan Adams,SG,20,MEM,30,0,248,5.1,12.5,0.407,1.5,3.6,0.4,3.6,8.9,0.41,2,3.3,0.609,1.3,2.8,4.1,2.3,2.3,1,2,3.5,13.6,IOW,20,11,3,351,7.5,16.2,0.462,1.8,4.8,0.383,5.6,11.4,0.495,3.6,4.5,0.795,2.8,5.1,7.9,2.2,2.2,0.5,2.1,2.2,20.4
2015,16,Kyle Anderson,SF,21,SAS,33,8,358,3.1,8.9,0.348,0.3,1.1,0.273,2.8,7.8,0.359,0.9,1.4,0.643,0.5,6.7,7.2,2.8,1.5,0.7,1,2.8,7.4,AUS,21,26,26,1042,7.4,16.4,0.447,0.6,1.7,0.354,6.8,14.8,0.458,3.9,4.9,0.789,1.4,6.4,7.8,4.3,1.8,1.3,3,2.2,19.2
2015,34,Earl Barron,C,33,PHO,16,1,143,3,9.8,0.308,0.5,1,0.5,2.5,8.8,0.286,1.5,3,0.5,3.5,3.5,7,1.3,1,0.5,1.3,6.5,8.1,BAK,33,26,17,846,8.7,18.6,0.467,1.1,3.4,0.338,7.5,15.2,0.496,4.2,5.3,0.792,4.4,7.7,12,1.6,0.8,0.6,2.9,3.6,22.7
2015,64,Jabari Brown,SG,22,LAL,19,5,568,4.4,10.8,0.412,1.5,3.9,0.371,3,6.8,0.435,4.1,5.4,0.753,0.2,2.1,2.3,2.5,0.8,0.1,2,2.1,14.4,LOS,22,39,25,1362,8.2,18,0.457,2.3,5.9,0.392,5.9,12.1,0.488,6.4,7.6,0.837,1.5,2.7,4.2,2.3,1,0.2,2.6,2.2,25.1
2015,65,Lorenzo Brown,PG,24,MIN,29,7,549,3.4,8,0.426,0.4,1.8,0.214,3,6.2,0.489,0.8,1.2,0.632,0.9,3.7,4.6,5.9,1.8,0.4,2,3.2,8,GRR,24,18,16,567,7.5,14.9,0.504,1.3,3.4,0.389,6.2,11.4,0.539,2.9,3.4,0.852,1.1,4.6,5.7,4.3,2.1,0.3,4.1,2.7,19.2
2015,83,Clint Capela,C,20,HOU,12,0,90,5.6,11.6,0.483,0,0,NA,5.6,11.6,0.483,1.6,9.2,0.174,4,10.4,14.4,0.8,0.4,3.6,2,5.6,12.8,RIO,20,38,32,928,9.8,16.3,0.601,0,0.1,0,9.8,16.2,0.605,4,6.6,0.596,5.9,8.4,14.3,1.1,1.1,4.4,2.7,3.8,23.6
2015,101,Jack Cooley,C,23,UTA,16,0,87,3.7,9.1,0.409,0,0,NA,3.7,9.1,0.409,3.7,8.7,0.429,4.1,6.2,10.3,0.4,2.5,1.2,1.2,9.5,11.2,IDA,23,20,18,616,7.7,13.4,0.572,0.2,1.1,0.211,7.4,12.3,0.605,4,5.8,0.69,6,8.6,14.6,1.2,0.8,1.5,1.8,4,19.6
2015,103,Bryce Cotton,PG,22,UTA,15,0,159,6.6,15.6,0.42,1.6,4.5,0.35,5,11.1,0.449,3.4,4.1,0.833,0.7,3.4,4.1,3.4,0.9,0,2.7,1.4,18.1,AUS,22,34,34,1368,6.9,14.7,0.471,2.4,5.3,0.448,4.6,9.4,0.485,3.8,4.2,0.9,1.1,3.1,4.2,4.2,1.1,0.1,2.3,2,20.1
2015,110,Jared Cunningham,SG,23,LAC,19,0,89,4.9,13.3,0.364,1.6,5.3,0.308,3.2,8.1,0.4,2.8,5.3,0.538,0.4,3.2,3.6,4,1.2,0,2.8,4.9,14.2,TOT,23,29,22,993,5.6,13.3,0.421,1.8,5.7,0.323,3.8,7.6,0.495,6.6,8.3,0.794,1.1,2.2,3.3,3.3,1.2,0.3,3,2.3,19.6
2015,121,Austin Daye,SF,26,TOT,34,4,344,5.2,14.8,0.355,2.5,7.4,0.338,2.7,7.3,0.371,0.5,0.6,0.833,1,6.8,7.8,1.8,1.3,0.5,2.4,4.1,13.5,ERI,26,10,4,284,7.7,19,0.407,1.6,5.7,0.289,6.1,13.3,0.457,3.2,3.7,0.862,0.6,8.2,8.9,3.2,1,1.4,3.7,4.8,20.3
2015,158,Tim Frazier,PG,24,TOT,11,3,239,3.2,9.2,0.344,0.8,2.6,0.294,2.4,6.6,0.364,1.5,3.2,0.476,0.9,3.3,4.2,9,1.2,0,3.8,3.9,8.6,MAI,24,41,40,1458,5.6,12.1,0.46,1.1,2.9,0.364,4.5,9.2,0.491,4.1,5.1,0.811,2.1,5.1,7.2,9.6,1.7,0.3,3.4,3.5,16.3
2015,163,Langston Galloway,PG,23,NYK,45,41,1457,5,12.6,0.399,1.5,4.3,0.352,3.5,8.3,0.424,1.6,1.9,0.808,0.9,3.8,4.7,3.7,1.3,0.3,1.5,3.2,13.2,WES,23,19,19,699,5.9,13.2,0.447,2,5.6,0.358,3.9,7.6,0.514,2.3,2.7,0.83,1.1,4.7,5.8,2.4,2.6,0.4,1.5,2.9,16.1
2015,187,JaMychal Green,PF,24,TOT,24,1,164,5.9,10.3,0.574,0,1.3,0,5.9,9,0.659,1.8,2.2,0.8,4.2,5.7,9.9,0.9,1.1,1.1,3.1,5.5,13.6,AUS,24,20,20,629,10.2,17.7,0.577,0.2,0.6,0.364,10,17.1,0.585,5.6,6.6,0.843,4.8,7.5,12.2,2.8,1.1,1.8,4.1,4.5,26.3
2015,193,Jordan Hamilton,SF,24,LAC,14,2,122,4.1,10.3,0.4,3,6.2,0.476,1.2,4.1,0.286,0,0,NA,0.6,4.1,4.7,2.1,0.6,0,1.2,4.1,11.2,TOT,24,31,22,861,7.9,17.8,0.441,2.2,6.7,0.329,5.6,11.1,0.509,3.8,5,0.773,2.9,6.6,9.6,4.5,1.6,1.2,2.5,3.6,21.8
2015,201,Joe Harris,SG,23,CLE,51,1,493,3.5,8.8,0.4,2.3,6.1,0.369,1.2,2.6,0.472,0.7,1.1,0.6,0.5,2.5,3,1.9,0.5,0.1,2,4.5,9.9,CAN,23,11,11,347,5.4,13.8,0.391,1.9,7.2,0.261,3.5,6.6,0.531,3.4,4.7,0.733,1.8,4.4,6.1,3.9,1,0.2,2.8,3.9,16.1
2015,239,John Jenkins,SG,23,ATL,24,3,297,5.9,12,0.495,2.5,6.3,0.404,3.4,5.7,0.596,1.9,2.3,0.842,0.2,4.5,4.7,1.6,1.2,0,1,1.8,16.4,TOT,23,11,4,312,8.4,15.8,0.533,2.2,5.5,0.396,6.2,10.3,0.607,3.8,3.9,0.971,0.7,4,4.7,1.8,1.2,0.2,2.8,1.4,22.8
2015,244,Chris Johnson,SF,24,TOT,29,2,526,4.2,10.5,0.403,1.9,6.5,0.295,2.3,4,0.576,1,1.1,0.875,0.5,3.2,3.8,1,1.8,0.5,1,3,11.4,RIO,24,17,14,576,7.2,14.1,0.516,2.4,6.7,0.364,4.8,7.4,0.653,4.4,5.6,0.789,1.9,4.2,6.1,2.3,1.6,0.9,1.8,2.9,21.4
2015,247,Nick Johnson,SG,22,HOU,28,0,262,3.6,10.3,0.347,0.7,2.9,0.238,2.9,7.4,0.389,2.3,3.4,0.68,1.8,3.6,5.4,1.5,1,0.4,2.6,4.7,10.2,RIO,22,20,18,677,6.6,15.4,0.428,1.4,4.9,0.283,5.2,10.5,0.495,4.8,6.1,0.789,1.1,4.6,5.7,5.4,1.3,0.7,4.3,4,19.4
2015,248,Tyler Johnson,SG,22,MIA,32,2,603,4.2,10,0.419,1.1,2.9,0.375,3.1,7.1,0.437,1.9,2.8,0.681,0.8,4,4.8,2.5,2,0.5,1.8,2.5,11.3,SFL,22,15,15,517,6.9,14.1,0.49,1.4,3.3,0.426,5.5,10.8,0.51,4.1,5.1,0.808,1.4,3.1,4.5,4.5,1,0.4,1.8,2.6,19.3
2015,250,Dahntay Jones,SF,34,LAC,33,0,123,1.8,6.1,0.286,0,1.2,0,1.8,5,0.353,2.6,3.2,0.818,0.3,2.9,3.2,0.6,0.9,0,0.3,6.7,6.1,FOR,34,19,15,556,6.1,11.3,0.537,1,2.5,0.385,5.1,8.8,0.581,4.5,6.3,0.714,1,3.2,4.2,2.1,1,0.6,1.6,3.4,17.7
2015,275,Ricky Ledo,SG,22,TOT,17,0,244,4.7,14.2,0.333,1.5,4,0.37,3.2,10.2,0.319,2.4,3.2,0.727,2.4,3,5.3,2.8,0.9,0.1,3.8,3.1,13.3,TEX,22,26,23,853,6.3,14.1,0.446,1.3,4.4,0.288,5,9.7,0.517,2.7,3.6,0.756,1.4,3.6,5,4.6,1.5,0.3,2.6,2.8,16.6
2015,304,James Michael McAdoo,PF,22,GSW,15,0,137,6.3,11.6,0.545,0,0,NA,6.3,11.6,0.545,3.7,6.6,0.56,3.9,5.8,9.7,0.5,1.3,2.4,1.6,5.5,16.3,SAN,22,33,31,1081,8.3,14.4,0.575,0,0.1,0.25,8.2,14.2,0.578,4.9,7.2,0.685,3.2,6.3,9.5,2.5,2.2,2.2,2.6,3.5,21.5
2015,321,Quincy Miller,PF,22,TOT,10,0,119,2.7,11.5,0.237,0.9,5.4,0.167,1.8,6.1,0.3,2.4,3.3,0.727,1.2,4.8,6.1,2.4,2.1,1.5,1.5,2.7,8.8,TOT,22,18,10,509,9.9,20.2,0.49,2.7,7.6,0.355,7.2,12.7,0.57,7.8,8.8,0.887,3.3,7.1,10.4,2.3,1.8,4,2.4,5.1,30.3
2015,323,Elijah Millsap,SG,27,UTA,47,5,924,3.2,9.3,0.34,1.1,3.5,0.311,2.1,5.8,0.358,2.3,3.4,0.674,1.1,4.8,5.8,2.3,2.2,0.6,2.6,4.8,9.7,BAK,27,19,16,695,6.5,14.7,0.442,1,2.9,0.339,5.5,11.8,0.467,6.3,8.3,0.763,1.8,6.3,8.1,5.1,2.1,0.3,4,3.8,20.3
2015,362,Adreian Payne,PF,23,TOT,32,22,739,4.4,10.7,0.414,0,0.4,0.111,4.4,10.3,0.427,1.5,2.2,0.652,2.3,5.6,7.9,1.5,0.9,0.4,2.1,4.3,10.4,TOT,23,17,8,466,6.5,13.4,0.483,0.2,1.8,0.13,6.3,11.7,0.536,3.8,5.3,0.71,3.2,7.6,10.9,2.7,0.8,1.3,2.7,4.3,17
2015,371,Dwight Powell,PF,23,TOT,29,0,236,4.7,10.2,0.463,0.5,1.7,0.273,4.3,8.5,0.5,3.8,5,0.758,2.7,4.9,7.6,1.4,1.4,0.9,1.7,6.1,13.7,TOT,23,12,12,430,10.5,17.5,0.598,0.9,2.3,0.393,9.5,15.2,0.63,4.3,6,0.708,3,6.8,9.8,2.7,0.9,1.1,2.8,3.5,26.1
2015,418,Russ Smith,PG,23,TOT,12,0,65,4.4,13.8,0.32,1.1,6.1,0.182,3.3,7.8,0.429,6.6,7.2,0.923,0.6,2.8,3.3,4.4,1.7,0,6.6,7.2,16.6,TOT,23,25,12,770,7.7,15.5,0.494,1.4,3.6,0.385,6.3,11.9,0.528,4.4,6.5,0.688,1.2,3.9,5,5,2.2,0.3,3.5,3.5,21.2
2015,426,Jarnell Stokes,PF,21,MEM,19,2,126,6,10.6,0.568,0,0,NA,6,10.6,0.568,4.3,8,0.536,4.6,5.1,9.7,1.1,1.4,1.4,2,7.1,16.3,IOW,21,23,14,737,6.8,11.1,0.617,0,0,NA,6.8,11.1,0.617,3.3,4.7,0.698,4.5,8.2,12.7,1.3,0.7,0.9,2.2,2.2,16.9
2015,460,Henry Walker,SF,27,MIA,24,13,628,3.3,9.6,0.345,2.6,7.6,0.341,0.7,2.1,0.361,0.8,1,0.778,0.4,4.3,4.7,1.7,1.4,0.5,1.4,4.4,10,SFL,27,17,8,472,6.7,14.3,0.468,4,8.8,0.448,2.7,5.5,0.5,2.2,3.1,0.707,0.5,4.5,5,2,1.3,1,1.1,4.1,19.6
2015,477,Elliot Williams,SG,25,TOT,13,0,119,4.2,11.2,0.378,2.4,5.4,0.444,1.8,5.7,0.316,0.3,1.2,0.25,0,2.4,2.4,3.6,1.2,0,1.2,3.6,11.2,SAN,25,29,25,1045,7.9,16.7,0.474,1.6,4.2,0.374,6.3,12.5,0.508,3.9,5.3,0.729,0.6,4.2,4.8,7.4,1.2,0.1,3,1.7,21.3
2015,481,Reggie Williams,SF,28,SAS,20,0,105,5.1,13.4,0.385,1,6.5,0.158,4.1,6.9,0.6,1.4,1.4,1,1.7,4.1,5.8,3.4,0.3,0,0.7,4.1,12.7,OKL,28,13,8,416,6.9,13.5,0.513,2.6,5.3,0.492,4.3,8.2,0.526,2.5,3.8,0.659,1.1,4.8,6,3.7,1.2,0.2,2.7,1.8,19
2015,484,Nate Wolters,PG,23,TOT,21,0,247,2.9,8.3,0.351,0,1,0,2.9,7.3,0.4,0.3,0.9,0.333,1.2,3.8,5,3.1,1.2,0.3,1.9,2.6,6.1,GRR,23,12,8,378,7.5,15,0.5,0.5,1.6,0.294,7,13.4,0.525,1.9,2.8,0.69,1.6,4.5,6.1,8.2,1.1,0.4,2.2,2.2,17.4
2015,488,James Young,SG,19,BOS,31,0,332,3.9,11.1,0.353,1.8,7.2,0.258,2.1,3.9,0.528,1.7,3.1,0.552,1,3.6,4.6,1.4,0.9,0.2,0.5,2.4,11.4,MAI,19,17,17,559,8,17.3,0.463,4.4,9.9,0.442,3.6,7.3,0.491,3.2,4.1,0.766,1.1,4.2,5.3,2.2,1.6,0.5,2.8,2.3,23.5
2016,28,Jeff Ayres,C,28,LAC,17,0,107,4,7.7,0.522,0,0.3,0,4,7.4,0.545,2,2,1,1.3,6.1,7.4,1.7,0,1,2,6.1,10.1,TOT,28,27,24,875,6.2,11.1,0.554,0.1,0.4,0.3,6,10.7,0.563,5.6,6.3,0.882,2.4,8.2,10.6,2.5,0.8,1.2,2.6,4.4,18
